[legacy_mvp]
analyze_k_stats.py | tracked=true | legacy MVP/raw-scan path not part of current mainline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- analyze_k_stats.py
reports/SEQ360A_trajectory_metrics_val.json | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/SEQ360A_trajectory_metrics_val.json
reports/SEQ360A_vs_FINAL360I_SEQ360B_TRAIN360E_BASE360D_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/SEQ360A_vs_FINAL360I_SEQ360B_TRAIN360E_BASE360D_summary.md
reports/SEQ360B_code_preparation_no_training.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/SEQ360B_code_preparation_no_training.md
reports/SEQ360B_metrics_val.json | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/SEQ360B_metrics_val.json
reports/SEQ360B_trajectory_metrics_val.json | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/SEQ360B_trajectory_metrics_val.json
reports/SEQ360B_vs_FINAL360I_TRAIN360E_BASE360D_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/SEQ360B_vs_FINAL360I_TRAIN360E_BASE360D_summary.md
reports/STRUCT360A_resume_after_compact_failure.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/STRUCT360A_resume_after_compact_failure.md
reports/STRUCT360A_vs_TRAIN360C_D_H_BASE360D_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/STRUCT360A_vs_TRAIN360C_D_H_BASE360D_summary.md
reports/STRUCT360B_vs_TRAIN360C_D_H_STRUCT360A_BASE360D_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/STRUCT360B_vs_TRAIN360C_D_H_STRUCT360A_BASE360D_summary.md
reports/STRUCT360C_eval_only_recovery.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/STRUCT360C_eval_only_recovery.md
reports/STRUCT360C_metrics_test.json | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/STRUCT360C_metrics_test.json
reports/STRUCT360C_metrics_val.json | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/STRUCT360C_metrics_val.json
reports/STRUCT360C_rotation_aware_fine_refinement.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/STRUCT360C_rotation_aware_fine_refinement.md
reports/STRUCT360C_trajectory_metrics_test.json | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/STRUCT360C_trajectory_metrics_test.json
reports/STRUCT360C_trajectory_metrics_val.json | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/STRUCT360C_trajectory_metrics_val.json
reports/STRUCT360C_vs_FINAL360I_STRUCT360B_SEQ360A_SEQ360B_BASE360D_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/STRUCT360C_vs_FINAL360I_STRUCT360B_SEQ360A_SEQ360B_BASE360D_summary.md
reports/TRAIN360A_architecture_inventory_and_reusable_module_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/TRAIN360A_architecture_inventory_and_reusable_module_audit.md
reports/TRAIN360A_reusable_module_matrix.json | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/TRAIN360A_reusable_module_matrix.json
reports/TRAIN360B_forward_sanity.json | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/TRAIN360B_forward_sanity.json
reports/TRAIN360B_manifest_native_dataloader_adapter_and_forward_sanity.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/TRAIN360B_manifest_native_dataloader_adapter_and_forward_sanity.md
reports/TRAIN360C_spherical_pose_baseline.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/TRAIN360C_spherical_pose_baseline.md
reports/TRAIN360D_vs_TRAIN360C_T57b_BASE360D_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/TRAIN360D_vs_TRAIN360C_T57b_BASE360D_summary.md
reports/TRAIN360H_sweep_leaderboard.csv | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/TRAIN360H_sweep_leaderboard.csv
reports/TRAIN360H_sweep_leaderboard.json | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/TRAIN360H_sweep_leaderboard.json
reports/TRAIN360H_vs_TRAIN360C_TRAIN360D_BASE360D_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/TRAIN360H_vs_TRAIN360C_TRAIN360D_BASE360D_summary.md
reports/TRAIN360_vs_BASE360_vs_T57b_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/TRAIN360_vs_BASE360_vs_T57b_summary.md
reports/alignment_consistent_strong_baseline_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/alignment_consistent_strong_baseline_comparison.md
reports/all_branch_inventory_and_classification.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/all_branch_inventory_and_classification.md
reports/arch2_mainline_rotation_compensated_softcorr_geometry_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/arch2_mainline_rotation_compensated_softcorr_geometry_report.md
reports/arch2_s5e21_s5e20_s5e15_orbslam3_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/arch2_s5e21_s5e20_s5e15_orbslam3_comparison.md
reports/arch2p_parameter_sensitivity_sweep_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/arch2p_parameter_sensitivity_sweep_report.md
reports/audit1_experimental_candidate_validity_and_noop_sweep.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/audit1_experimental_candidate_validity_and_noop_sweep.md
reports/audit1_s5e15_best_candidate_validity.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/audit1_s5e15_best_candidate_validity.md
reports/audit3_historical_branch_result_validity_sweep.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/audit3_historical_branch_result_validity_sweep.md
reports/checkpoints_live_cleanup_inventory.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/checkpoints_live_cleanup_inventory.md
reports/checkpoints_live_cleanup_state.json | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/checkpoints_live_cleanup_state.json
reports/checkpoints_live_cleanup_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/checkpoints_live_cleanup_summary.md
reports/cleanup_actions_s1d5.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/cleanup_actions_s1d5.md
reports/cleanup_delete_candidates_s1d5.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/cleanup_delete_candidates_s1d5.md
reports/cleanup_inventory_s1d5.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/cleanup_inventory_s1d5.md
reports/cleanup_summary_s1d5.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/cleanup_summary_s1d5.md
reports/curated_report_archive_plan.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/curated_report_archive_plan.md
reports/current_valid_baselines.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/current_valid_baselines.md
reports/data2_tdir_scale_observability_and_split_shift_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/data2_tdir_scale_observability_and_split_shift_audit.md
reports/data3_legacy_pano_image_quality_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/data3_legacy_pano_image_quality_audit.md
reports/droidslam_environment_setup_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/droidslam_environment_setup_report.md
reports/dset1_360dvo_main_dataset_migration_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/dset1_360dvo_main_dataset_migration_report.md
reports/dset2_360dvo_fuller_split_expansion_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/dset2_360dvo_fuller_split_expansion_report.md
reports/dset2b_360dvo_pair_count_completion_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/dset2b_360dvo_pair_count_completion_report.md
reports/dset2c_360dvo_dataset_hygiene_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/dset2c_360dvo_dataset_hygiene_report.md
reports/external_algorithm_baseline_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/external_algorithm_baseline_comparison.md
reports/external_algorithm_baseline_protocol.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/external_algorithm_baseline_protocol.md
reports/external_baseline_environment_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/external_baseline_environment_audit.md
reports/final_ablation_baseline_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_ablation_baseline_comparison.md
reports/final_clean_results_table.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_clean_results_table.md
reports/final_figure_index.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_figure_index.md
reports/final_negative_results_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_negative_results_summary.md
reports/final_post_s11_code_optimization_closure.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_post_s11_code_optimization_closure.md
reports/final_post_s14_code_optimization_closure.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_post_s14_code_optimization_closure.md
reports/final_post_s15_trajectory_training_closure.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_post_s15_trajectory_training_closure.md
reports/final_post_s16_backbone_feasibility_closure.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_post_s16_backbone_feasibility_closure.md
reports/final_post_s19_geometry_pretraining_closure.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_post_s19_geometry_pretraining_closure.md
reports/final_post_s9_code_optimization_closure.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_post_s9_code_optimization_closure.md
reports/final_project_mainline_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_project_mainline_summary.md
reports/final_reproducibility_guide.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_reproducibility_guide.md
reports/final_s10_chain_smoother_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s10_chain_smoother_summary.md
reports/final_s11_tmag_scale_consistency_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s11_tmag_scale_consistency_summary.md
reports/final_s12_regime_balanced_sampling_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s12_regime_balanced_sampling_summary.md
reports/final_s13_practical_usability_gap_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s13_practical_usability_gap_summary.md
reports/final_s14_local_window_pose_graph_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s14_local_window_pose_graph_summary.md
reports/final_s15_trajectory_level_training_objective_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s15_trajectory_level_training_objective_summary.md
reports/final_s15a_trajectory_training_smoke_failure_attribution_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s15a_trajectory_training_smoke_failure_attribution_summary.md
reports/final_s15b_pair_training_harness_stability_audit_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s15b_pair_training_harness_stability_audit_summary.md
reports/final_s15c_clean_policy_wrapped_training_harness_fix_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s15c_clean_policy_wrapped_training_harness_fix_summary.md
reports/final_s15d_train_eval_forward_parity_fix_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s15d_train_eval_forward_parity_fix_summary.md
reports/final_s15e_tiny_trajectory_retest_after_harness_fix_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s15e_tiny_trajectory_retest_after_harness_fix_summary.md
reports/final_s16_stronger_visual_backbone_feasibility_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s16_stronger_visual_backbone_feasibility_summary.md
reports/final_s16b_frozen_pretrained_backbone_probe_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s16b_frozen_pretrained_backbone_probe_summary.md
reports/final_s17_pose_supervision_dataset_quality_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s17_pose_supervision_dataset_quality_summary.md
reports/final_s18_split_redesign_representativeness_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s18_split_redesign_representativeness_summary.md
reports/final_s19_geometry_aware_pretraining_feasibility_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s19_geometry_aware_pretraining_feasibility_summary.md
reports/final_s1d5_english_abstract.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s1d5_english_abstract.md
reports/final_s1d5_mainline_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s1d5_mainline_report.md
reports/final_s1d5_results_table.csv | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s1d5_results_table.csv
reports/final_s1d5_thesis_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s1d5_thesis_summary.md
reports/final_s2_fine_refinement_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s2_fine_refinement_summary.md
reports/final_s3a_residual_head_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s3a_residual_head_summary.md
reports/final_s5_clean_candidate_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s5_clean_candidate_summary.md
reports/final_s7_project_delivery_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s7_project_delivery_summary.md
reports/final_s8_token_reliability_negative_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s8_token_reliability_negative_summary.md
reports/final_s9_regime_only_router_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_s9_regime_only_router_summary.md
reports/final_thesis_claims_and_limitations.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/final_thesis_claims_and_limitations.md
reports/gen1_external_pano_dataset_feasibility_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/gen1_external_pano_dataset_feasibility_audit.md
reports/gen2_360dvo_external_adapter_smoke_eval.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/gen2_360dvo_external_adapter_smoke_eval.md
reports/gen2b_360dvo_one_sequence_smoke_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/gen2b_360dvo_one_sequence_smoke_audit.md
reports/gen5_360dvo_t57b_true_external_eval.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/gen5_360dvo_t57b_true_external_eval.md
reports/git2_pre_final_freeze_cleanup_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/git2_pre_final_freeze_cleanup_report.md
reports/git_branch_remote_sync_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/git_branch_remote_sync_audit.md
reports/git_commit_s1d5_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/git_commit_s1d5_summary.md
reports/git_commit_s2b_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/git_commit_s2b_summary.md
reports/git_hygiene_after_s5e12.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/git_hygiene_after_s5e12.md
reports/git_staging_s1d5_precheck.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/git_staging_s1d5_precheck.md
reports/git_staging_s1d5_summary.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/git_staging_s1d5_summary.md
reports/git_track_s1d5_final_files.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/git_track_s1d5_final_files.md
reports/gitignore_cleanup_plan.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/gitignore_cleanup_plan.md
reports/multibranch_reports_inventory.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/multibranch_reports_inventory.md
reports/orbslam3_environment_setup_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/orbslam3_environment_setup_report.md
reports/pano_orb_vo_baseline_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/pano_orb_vo_baseline_report.md
reports/pano_orb_vo_component_diagnostics.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/pano_orb_vo_component_diagnostics.md
reports/post_commit_workspace_cleanup_plan.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/post_commit_workspace_cleanup_plan.md
reports/post_s5d2_git_uncommitted_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/post_s5d2_git_uncommitted_audit.md
reports/repo_remote_sync_and_hygiene_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/repo_remote_sync_and_hygiene_audit.md
reports/reports_inventory_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/reports_inventory_audit.md
reports/s5_dense_external_export_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5_dense_external_export_report.md
reports/s5_external_export_compatibility_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5_external_export_compatibility_audit.md
reports/s5_orbslam3_component_diagnostics.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5_orbslam3_component_diagnostics.md
reports/s5_orbslam3_final_comparison_with_traceability_caveats.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5_orbslam3_final_comparison_with_traceability_caveats.md
reports/s5_orbslam3_same_evaluator_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5_orbslam3_same_evaluator_comparison.md
reports/s5d10_componentwise_selected_replay_and_cuda_validation.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d10_componentwise_selected_replay_and_cuda_validation.md
reports/s5d10_cuda_stable_validation_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d10_cuda_stable_validation_audit.md
reports/s5d11_serial_validation_and_nonselected_edge_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d11_serial_validation_and_nonselected_edge_audit.md
reports/s5d11_validation_concurrency_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d11_validation_concurrency_audit.md
reports/s5d12_dense_fill_path_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d12_dense_fill_path_audit.md
reports/s5d13_traceable_dense_export_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d13_traceable_dense_export_report.md
reports/s5d3_validation_and_alignment_aware_component_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d3_validation_and_alignment_aware_component_audit.md
reports/s5d4_reconcile_old_tdir_with_dense_tdir.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d4_reconcile_old_tdir_with_dense_tdir.md
reports/s5d5_pairwise_to_dense_tdir_gap_audit.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d5_pairwise_to_dense_tdir_gap_audit.md
reports/s5d6_final_s5_pairwise_replay_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d6_final_s5_pairwise_replay_report.md
reports/s5d7_gpu_safe_validation_and_pairwise_export_hook.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d7_gpu_safe_validation_and_pairwise_export_hook.md
reports/s5d8_selected_pairwise_replay_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d8_selected_pairwise_replay_comparison.md
reports/s5d9_restore_s5_dense_and_selected_edge_comparison.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5d9_restore_s5_dense_and_selected_edge_comparison.md
reports/s5e10_order_aware_signed_direction_scale_recalibration_report.md | tracked=true | report not retained in current-mainline-focused report set | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- reports/s5e10_order_aware_signed_direction_scale_recalibration_report.md
